"","diet_analysis_id","world_country_description","wolf_population_code","wolf_subspecies_code","study_area","pack","latitude","longitude","source_code","analytical_method_code","identification_method_code","temporal_scale_code","derived_diet","sample_size","surface_area","sampling_period","time_series","spatial_effort","temporal_effort","total_effort","responsible","moose_alces.alces","blackbuck_antilope.cervicapra","american.bison_bison.bison","european.bison_bison.bonasus","yak_bos.grunniens","cattle_bos.taurus","nilgai_boselaphus.tragocamelus","buffalo_bubalus.bubalis","camel_camelus.ferus","dog_canis.familiaris","wolf_canis.lupus","wild.goat_capra.aegagrus","goat_capra.aegagrus.hircus","markhor_capra.falconeri","alpine.ibex_capra.ibex","siberian.ibex_capra.sibirica","roe.deer_capreolus.capreolus","carnivorae_carnivorae","elk_cervus.elaphus.canadensis","red.deer_cervus.elaphus.elaphus","sika.deer_cervus.nippon","fallow.deer_dama.dama","donkey_equus.africanus.asinus","horse_equus.ferus.caballus","przewalski.horse_equus.ferus.przewalskii","onager_equus.hemionus","cat_felis.catus","chinkara_gazella.bennettii","goitered.gazelle_gazella.subgutturosa","crested.porcupine_hystrix.cristata","badger_meles.meles","musk.deer_moschus.sp","raccoon.dog_nyctereutes.procyonoides","mule.deer_odocoileus.hemionus","black.tailed.deer_odocoileus.hemionus.columbianus","white.tailed.deer_odocoileus.virginianus","mountain.goat_oreamnos.americanus","muskox_ovibos.moschatus","argali_ovis.ammon","sheep_ovis.aries","bighorn_ovis.canadensis","dall.sheep_ovis.dalli","snow.sheep_ovis.nivicola","mouflon_ovis.orientalis","urial_ovis.orientalis.vignei","mongolian.gazelle_procapra.gutturosa","przewalski.gazelle_procapra.przewalskii","blue.sheep_pseudois.nayaur","wild.reindeer_rangifer.tarandus","chamois_rupicapra.rupicapra","saiga_saiga.tatarica","wild.boar_sus.scrofa","pig_sus.scrofa.domesticus","brown.bear_ursus.arctos","red.fox_vulpes.vulpes","wild.artiodactyla_wild.artiodactyla","wild.bovidae_wild.bovidae","bird_aves","castor.sp_castor.sp","cervidae_cervidae","domestic.ungulata_domestic.ungulata","fish_fish","garbage_garbage","lagomorpha_lagomorpha","marmota.sp_marmota.sp","mesomammals_mesomammals","micromammals_micromammals","microrodents_microrodents","other_other","other.domestic.ungulata_other.domestic.ungulata","semiaquatic.rodentia_semiaquatic.rodentia","undefined.item_undefined.item","vegetable.fruit_vegetable.fruit"
"400",409,"India","asia","Canis lupus pallipes","Bhal area of Saurashtra in the state of Gujarat in western India, total",NA,22.018207,72.079798,"excrement","%FO (scat)","visual","winter",NA,1236,NA,"Jan1996-Dec2000",5,NA,247.2,NA,"Andrea Gazzola",NA,59.3,NA,NA,NA,25.6,5.2,NA,NA,NA,NA,NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,4.2,NA,NA,NA,NA,NA,6.4,NA,NA,NA,8,6.8,2.4,NA,NA,1.6
"401",410,"India","asia","Canis lupus pallipes","Bhal area of Saurashtra in the state of Gujarat in western India, total",NA,22.018207,72.079798,"excrement","%FO (scat)","visual","summer",NA,1236,NA,"Jan1996-Dec2000",5,NA,247.2,NA,"Andrea Gazzola",NA,55.2,NA,NA,NA,23.8,4.9,NA,NA,NA,NA,NA,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,3.7,NA,NA,NA,NA,NA,7.2,NA,NA,NA,7.8,5.5,0.5,NA,NA,0.3
"402",411,"India","asia","Canis lupus pallipes","Bhal area of Saurashtra in the state of Gujarat in western India, total",NA,22.018207,72.079798,"excrement","%FO (scat)","visual","monsoon",NA,1236,NA,"Jan1996-Dec2000",5,NA,247.2,NA,"Andrea Gazzola",NA,57.3,NA,NA,NA,30.1,7.5,NA,NA,NA,NA,NA,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,NA,NA,NA,NA,NA,6.3,NA,NA,NA,NA,NA,5.2,NA,NA,NA,4.9,7.9,3.1,NA,NA,5
"403",412,"India","asia","Canis lupus pallipes","Bhal area of Saurashtra in the state of Gujarat in western India, total",NA,22.018207,72.079798,"excrement","%FO (scat)","visual","year",NA,1246,NA,"Jan1996-Dec2000",5,NA,249.2,NA,"Andrea Gazzola",NA,55.5,NA,NA,NA,25.7,6.3,NA,NA,NA,NA,NA,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,4.1,NA,NA,NA,NA,NA,7.4,NA,NA,NA,7.7,9.1,2,NA,NA,3.1
"404",413,"India","asia","Canis lupus pallipes","Velavadar National Park",NA,22.018207,72.079798,"excrement","%FO (scat)","visual","summer",NA,98,34,"1988",1,2.88235294117647,98,NA,"Andrea Gazzola",NA,85.6,NA,NA,NA,2,0,NA,NA,0,NA,NA,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,4.1,NA,NA,NA,0,0,NA,NA,3.1,0
"405",414,"India","asia","Canis lupus pallipes","Velavadar National Park",NA,22.018207,72.079798,"excrement","%FO (scat)","visual","winter",NA,145,34,"1988",1,4.26470588235294,145,NA,"Andrea Gazzola",NA,91,NA,NA,NA,0,0,NA,NA,0,NA,NA,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,NA,NA,0,NA,NA,NA,NA,NA,2.8,NA,NA,NA,4.1,12.4,NA,NA,2.1,1.4
"406",415,"India","asia","Canis lupus pallipes","Velavadar National Park",NA,22.018207,72.079798,"excrement","%FO (scat)","visual","summer",NA,181,34,"1989",1,5.32352941176471,181,NA,"Andrea Gazzola",NA,89.5,NA,NA,NA,0,2.8,NA,NA,3.3,NA,NA,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,3.9,0,NA,NA,0,0
"407",416,"India","asia","Canis lupus pallipes","Velavadar National Park",NA,22.018207,72.079798,"excrement","%FO (scat)","visual","winter",NA,177,34,"1989",1,5.20588235294118,177,NA,"Andrea Gazzola",NA,72.9,NA,NA,NA,0,0,NA,NA,1.7,NA,NA,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,NA,NA,1.1,NA,NA,NA,NA,NA,15.3,NA,NA,NA,30.5,1.7,NA,NA,0,1.1
"408",417,"India","asia","Canis lupus pallipes","Velavadar National Park",NA,22.018207,72.079798,"excrement","%FO (scat)","visual","year",NA,601,34,"1988-1990",2,17.6764705882353,300.5,NA,"Andrea Gazzola",NA,84.4,NA,NA,NA,0.3,0.8,NA,NA,1.5,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,NA,NA,0.3,NA,NA,NA,NA,NA,5.8,NA,NA,NA,11.2,3.5,NA,NA,1,0.7
"409",418,"India","asia","Canis lupus pallipes","Velavadar National Park",NA,22.018207,72.079798,"excrement","%Vm","visual","summer",TRUE,98,34,"1988",1,2.88235294117647,98,NA,"Andrea Gazzola",NA,93,NA,NA,NA,5,0,NA,NA,0,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0.6,NA,NA,NA,0,NA,NA,NA,NA,NA
"410",419,"India","asia","Canis lupus pallipes","Velavadar National Park",NA,22.018207,72.079798,"excrement","%Vm","visual","winter",TRUE,145,34,"1988",1,4.26470588235294,145,NA,"Andrea Gazzola",NA,95.023,NA,NA,NA,0,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,0.46,NA,NA,NA,1.866,NA,NA,NA,NA,NA
"411",420,"India","asia","Canis lupus pallipes","Velavadar National Park",NA,22.018207,72.079798,"excrement","%Vm","visual","summer",TRUE,181,34,"1989",1,5.32352941176471,181,NA,"Andrea Gazzola",NA,87,NA,NA,NA,0,6,NA,NA,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0.3,NA,NA,NA,1,NA,NA,NA,NA,NA
"412",421,"India","asia","Canis lupus pallipes","Velavadar National Park",NA,22.018207,72.079798,"excrement","%Vm","visual","winter",TRUE,177,34,"1989",1,5.20588235294118,177,NA,"Andrea Gazzola",NA,76,NA,NA,NA,0,0,NA,NA,1.5,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,10,NA,NA,NA,NA,NA
"413",422,"India","asia","Canis lupus pallipes","Velavadar National Park",NA,22.018207,72.079798,"excrement","%Vm","visual","year",TRUE,601,34,"1988-1990",2,17.6764705882353,300.5,NA,"Andrea Gazzola",NA,88,NA,NA,NA,1,1.6,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,3,NA,NA,NA,NA,NA
"414",427,"Iran (Islamic Republic of)","asia","Canis lupus pallipes","Ghamishlou, northwest of Isfahan",NA,32.83,51.16666666,"excrement","%FO (scat)","visual","year",NA,NA,1130,"2007",1,NA,NA,NA,"Andrea Gazzola",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,3,NA,NA,4,NA,NA,NA,2,2,NA,NA,0,18
"415",428,"Iran (Islamic Republic of)","asia","Canis lupus pallipes","Ghamishlou, northwest of Isfahan",NA,32.83,51.16666666,"excrement","%FO (scat)","visual","year",NA,NA,1130,"2008",1,NA,NA,NA,"Andrea Gazzola",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,34,NA,NA,2,NA,NA,NA,1,1,NA,NA,4,38
"416",429,"Iran (Islamic Republic of)","asia","Canis lupus pallipes","Ghamishlou, northwest of Isfahan",NA,32.83,51.16666666,"excrement","%FO (scat)","visual","year",NA,132,1130,"Jul2007-Apr2009",2,0.116814159292035,66,NA,"Andrea Gazzola",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,45,NA,NA,3,NA,NA,NA,2,2,NA,NA,4,49
"417",430,"Iran (Islamic Republic of)","asia","Canis lupus pallipes","Ghamishlou, northwest of Isfahan",NA,32.83,51.16666666,"excrement","%FO (item)","visual","year",TRUE,NA,1130,"2007",1,NA,NA,NA,"Andrea Gazzola",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.83606557377049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.8688524590164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.55737704918033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.91803278688525,NA,NA,27.8688524590164,NA,NA,3.27868852459016,NA,NA,NA,1.63934426229508,1.63934426229508,NA,NA,0,16.3934426229508
"418",431,"Iran (Islamic Republic of)","asia","Canis lupus pallipes","Ghamishlou, northwest of Isfahan",NA,32.83,51.16666666,"excrement","%FO (item)","visual","year",TRUE,NA,1130,"2008",1,NA,NA,NA,"Andrea Gazzola",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.7784431137725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.3712574850299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.79041916167665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.7784431137725,NA,NA,25.748502994012,NA,NA,1.19760479041916,NA,NA,NA,0.598802395209581,0.598802395209581,NA,NA,2.9940119760479,28.1437125748503
"419",432,"Iran (Islamic Republic of)","asia","Canis lupus pallipes","Ghamishlou, northwest of Isfahan",NA,32.83,51.16666666,"excrement","%FO (item)","visual","year",TRUE,132,1130,"Jul2007-Apr2009",2,0.116814159292035,66,NA,"Andrea Gazzola",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.78723404255319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.4468085106383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1063829787234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.93617021276596,NA,NA,25.531914893617,NA,NA,1.70212765957447,NA,NA,NA,0.851063829787234,0.851063829787234,NA,NA,2.12765957446809,27.6595744680851
"420",433,"Iran (Islamic Republic of)","asia","Canis lupus pallipes","Ghamishlou, northwest of Isfahan",NA,32.83,51.16666666,"excrement","%Vm","visual","year",NA,132,1130,"Jul2007-Apr2009",2,0.116814159292035,66,NA,"Andrea Gazzola",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.1,NA,NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"421",434,"Iran (Islamic Republic of)","asia","Canis lupus pallipes","Marvar no-hunting area, Yazd province",NA,31.962769,53.680489,"excrement","%FO (item)","visual","year",NA,86,337,"Oct2009-Dec2010",1,0.255192878338279,86,NA,"Andrea Gazzola",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.2,NA,NA,NA,NA,NA,1.6,NA,NA,NA,NA,1.6,NA,NA,NA,NA
"422",435,"Iran (Islamic Republic of)","asia","Canis lupus pallipes","Marvar no-hunting area, Yazd province",NA,31.962769,53.680489,"excrement","%FO (scat)","visual","year",NA,86,337,"Oct2009-Dec2010",1,0.255192878338279,86,NA,"Andrea Gazzola",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.3,NA,NA,NA,NA,NA,2.3,NA,NA,NA,NA,2.4,NA,NA,NA,NA
"423",436,"Iran (Islamic Republic of)","asia","Canis lupus pallipes","Yazd province",NA,31.962769,53.680489,"excrement","%Bio","visual","year",NA,86,337,"Oct2009-Dec2010",1,0.255192878338279,86,NA,"Andrea Gazzola",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.2,NA,NA,NA,NA,NA,0.9,NA,NA,NA,NA,0.5,NA,NA,NA,NA
"424",438,"Kazakhstan","asia","Canis lupus lupus","Иргиз-Тургай-Жыланшык",NA,50.05,61.833334,"excrement","%FO (item)","visual","winter",NA,44,NA,"Oct2012-Feb2013",1,NA,NA,NA,"Andrea Gazzola",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.7,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,6.1,NA,NA,NA,32.7,1.9,NA,NA,NA,8.2
"425",439,"Mongolia","asia","Canis lupus lupus","Hustai National Park",NA,47.765,105.87833,"excrement","%Vm","visual","year",NA,80,506,"2003",1,0.158102766798419,80,NA,"Andrea Gazzola",NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,40,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,1,NA,NA,NA,NA,NA
"426",440,"Mongolia","asia","Canis lupus lupus","Hustai National Park",NA,47.765,105.87833,"excrement","%Vm","visual","year",NA,60,506,"2004",1,0.118577075098814,60,NA,"Andrea Gazzola",NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,29,NA,NA,NA,31,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,10,NA,NA,1,NA,NA,NA,NA,NA
"427",441,"Mongolia","asia","Canis lupus lupus","Hustai National Park",NA,47.765,105.87833,"excrement","%Vm","visual","year",NA,96,506,"2005",1,0.189723320158103,96,NA,"Andrea Gazzola",NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,37,NA,NA,NA,26,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,10,NA,NA,1,NA,NA,NA,NA,NA
"428",442,"Mongolia","asia","Canis lupus lupus","Hustai National Park",NA,47.765,105.87833,"excrement","%Vm","visual","year",NA,236,506,"Jun2003-Oct2005",2,0.466403162055336,118,NA,"Andrea Gazzola",NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,32,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,NA,NA,1,NA,NA,NA,NA,NA
"429",443,"Mongolia","asia","Canis lupus lupus","Hustai National Park",NA,47.765,105.87833,"excrement","%Vm","visual","cold season",NA,35,506,"Jun2003-Oct2005",2,0.0691699604743083,17.5,NA,"Andrea Gazzola",NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,35,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA,1,NA,NA,NA,NA,NA
"430",444,"Mongolia","asia","Canis lupus lupus","Hustai National Park",NA,47.765,105.87833,"excrement","%Vm","visual","warm season",NA,120,506,"Jun2003-Oct2005",2,0.237154150197628,60,NA,"Andrea Gazzola",NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,30,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,9,NA,NA,1,NA,NA,NA,NA,NA
"431",445,"Pakistan","asia","Canis lupus lupus","Khyber-Pakhtunkhwa province of Pakistan",NA,35.933333,71.6666,"excrement","%FO (item)","visual","year",NA,25,93,"Apr2009-Dec2010",1,0.268817204301075,25,NA,"Andrea Gazzola",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.38,2.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.12,NA,NA,10.63,NA,NA,NA,NA,NA,6.38,8.51,19.14,NA,23.39,NA,NA,NA,10.63,NA
"432",446,"Pakistan","asia","Canis lupus lupus","Gilgit Baltistan province of Pakistan",NA,35.4705555555555,76.3588888888888,"excrement","%FO (item)","visual","winter",NA,10,NA,"2008",1,NA,10,NA,"Andrea Gazzola",NA,NA,NA,NA,12.5,6.25,NA,NA,NA,NA,NA,NA,25,NA,NA,6.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.25,NA,NA,NA,NA,NA,NA,25,12.5
"433",447,"Pakistan","asia","Canis lupus lupus","Gilgit Baltistan province of Pakistan",NA,35.4705555555555,76.3588888888888,"excrement","%Vm","visual","winter",NA,10,NA,"2008",1,NA,10,NA,"Andrea Gazzola",NA,NA,NA,NA,59.2,13.5,NA,NA,NA,NA,NA,NA,14,NA,NA,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,NA,NA,NA,NA,NA,NA,NA,NA
"434",449,"Turkey","asia","Canis lupus pallipes","Sarikamiş, Kars, north-eastern Turkey",NA,40.338056,42.573056,"excrement","%Bio","visual","spring",NA,72,550,"spring 2013",1,0.130909090909091,72,NA,"Andrea Gazzola",NA,NA,NA,NA,NA,19.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,1.4,NA,NA,NA,NA,NA,NA,NA,NA,0.3,12.8,NA,19.4,NA,12.8,4.2,8.7,NA,NA,NA
"435",450,"Turkey","asia","Canis lupus pallipes","Sarikamiş, Kars, north-eastern Turkey",NA,40.338056,42.573056,"excrement","%FO (item)","visual","spring",NA,72,550,"spring 2013",1,0.130909090909091,72,NA,"Andrea Gazzola",NA,NA,NA,NA,NA,17.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,NA,1.3,NA,NA,NA,NA,NA,NA,NA,NA,1.3,13.8,NA,17.5,NA,12.5,5,10,NA,NA,NA
"436",451,"Turkey","asia","Canis lupus pallipes","Sarikamiş, Kars, north-eastern Turkey",NA,40.338056,42.573056,"excrement","%Vm","visual","spring",NA,72,550,"spring 2013",1,0.130909090909091,72,NA,"Andrea Gazzola",NA,NA,NA,NA,NA,61.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,0,3.7,NA,4.6,NA,3,0,6.2,NA,NA,NA
"437",453,"Russia","asia","Canis lupus lupus","Central-Forest State Reserve",NA,56.455,32.976667,"excrement","%FO (item)","visual","year",NA,171,NA,"1975/76",1,NA,171,NA,"Andrea Gazzola",50.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5,NA,NA,NA,NA,NA,3.9,NA,NA,15.7,NA,NA,9.6,NA,NA,NA,4.5,0.6,NA,NA,NA,6.3
