"","diet_analysis_id","world_country_description","wolf_population_description","wolf_subspecies_description","study_area","pack","latitude","longitude","source_id","analytical_method_description","identification_method_description","temporal_scale_description","derived_diet","sample_size","surface_area","sampling_period","time_series","spatial_effort","temporal_effort","total_effort","moose_alces.alces","blackbuck_antilope.cervicapra","american.bison_bison.bison","european.bison_bison.bonasus","yak_bos.grunniens","cattle_bos.taurus","nilgai_boselaphus.tragocamelus","buffalo_bubalus.bubalis","camel_camelus.ferus","dog_canis.familiaris","wolf_canis.lupus","wild.goat_capra.aegagrus","goat_capra.aegagrus.hircus","markhor_capra.falconeri","alpine.ibex_capra.ibex","siberian.ibex_capra.sibirica","roe.deer_capreolus.capreolus","carnivorae_carnivorae","elk_cervus.elaphus.canadensis","red.deer_cervus.elaphus.elaphus","sika.deer_cervus.nippon","fallow.deer_dama.dama","donkey_equus.africanus.asinus","horse_equus.ferus.caballus","przewalski.horse_equus.ferus.przewalskii","onager_equus.hemionus","cat_felis.catus","chinkara_gazella.bennettii","goitered.gazelle_gazella.subgutturosa","crested.porcupine_hystrix.cristata","badger_meles.meles","musk.deer_moschus.sp","raccoon.dog_nyctereutes.procyonoides","mule.deer_odocoileus.hemionus","black.tailed.deer_odocoileus.hemionus.columbianus","white.tailed.deer_odocoileus.virginianus","mountain.goat_oreamnos.americanus","muskox_ovibos.moschatus","argali_ovis.ammon","sheep_ovis.aries","bighorn_ovis.canadensis","dall.sheep_ovis.dalli","snow.sheep_ovis.nivicola","mouflon_ovis.orientalis","urial_ovis.orientalis.vignei","mongolian.gazelle_procapra.gutturosa","przewalski.gazelle_procapra.przewalskii","blue.sheep_pseudois.nayaur","wild.reindeer_rangifer.tarandus","chamois_rupicapra.rupicapra","saiga_saiga.tatarica","wild.boar_sus.scrofa","pig_sus.scrofa.domesticus","brown.bear_ursus.arctos","red.fox_vulpes.vulpes","wild.artiodactyla_wild.artiodactyla","wild.bovidae_wild.bovidae","bird","castor.sp","cervidae","domestic.ungulata","fish","garbage","lagomorpha","marmota.sp","mesomammals","micromammals","microrodents","other","other.domestic.ungulata","semiaquatic.rodentia","undefined.item","vegetable.fruit"
"442",442,"Mongolia","Asia","Canis lupus lupus","Hustai National Park",NA,47.765,105.87833,1,"%Vm - percentage volume of remains in each food category (total sum is =100)",NA,"year",NA,236,506,"Jun2003-Oct2005",2,0.466403162055336,118,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,32,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"443",443,"Mongolia","Asia","Canis lupus lupus","Hustai National Park",NA,47.765,105.87833,1,"%Vm - percentage volume of remains in each food category (total sum is =100)",NA,"cold season",NA,35,506,"Jun2003-Oct2005",2,0.0691699604743083,17.5,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,35,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"444",444,"Mongolia","Asia","Canis lupus lupus","Hustai National Park",NA,47.765,105.87833,1,"%Vm - percentage volume of remains in each food category (total sum is =100)",NA,"warm season",NA,120,506,"Jun2003-Oct2005",2,0.237154150197628,60,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,30,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"445",445,"Pakistan","Asia","Canis lupus lupus","Khyber-Pakhtunkhwa province of Pakistan",NA,35.933333,71.6666,1,"%FO (item) - frequency of occurrence per food item (total sum is =100)",NA,"year",NA,25,93,"Apr2009-Dec2010",1,0.268817204301075,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.38,2.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"446",446,"Pakistan","Asia","Canis lupus lupus","Gilgit Baltistan province of Pakistan",NA,35.4705555555555,76.3588888888888,1,"%FO (item) - frequency of occurrence per food item (total sum is =100)",NA,"winter",NA,10,NA,"2008",1,NA,10,NA,NA,NA,NA,NA,12.5,6.25,NA,NA,NA,NA,NA,NA,25,NA,NA,6.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"447",447,"Pakistan","Asia","Canis lupus lupus","Gilgit Baltistan province of Pakistan",NA,35.4705555555555,76.3588888888888,1,"%Vm - percentage volume of remains in each food category (total sum is =100)",NA,"winter",NA,10,NA,"2008",1,NA,10,NA,NA,NA,NA,NA,59.2,13.5,NA,NA,NA,NA,NA,NA,14,NA,NA,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"448",448,"Pakistan","Asia","Canis lupus lupus","Chitral and Khunjerab",NA,35.933333,71.666667,1,"%FO (item) - frequency of occurrence per food item (total sum is =100)",NA,NA,NA,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"449",449,"Turkey","Asia","Canis lupus pallipes","Sarikamiş, Kars, north-eastern Turkey",NA,40.338056,42.573056,1,"%Bio - Biomass ingested",NA,"spring",NA,72,550,"spring 2013",1,0.130909090909091,72,NA,NA,NA,NA,NA,NA,19.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"450",450,"Turkey","Asia","Canis lupus pallipes","Sarikamiş, Kars, north-eastern Turkey",NA,40.338056,42.573056,1,"%FO (item) - frequency of occurrence per food item (total sum is =100)",NA,"spring",NA,72,550,"spring 2013",1,0.130909090909091,72,NA,NA,NA,NA,NA,NA,17.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,NA,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"451",451,"Turkey","Asia","Canis lupus pallipes","Sarikamiş, Kars, north-eastern Turkey",NA,40.338056,42.573056,1,"%Vm - percentage volume of remains in each food category (total sum is =100)",NA,"spring",NA,72,550,"spring 2013",1,0.130909090909091,72,NA,NA,NA,NA,NA,NA,61.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"452",452,"Russia","Asia","Canis lupus lupus","Eastern Caucasus",NA,NA,NA,1,"%FO (item) - frequency of occurrence per food item (total sum is =100)",NA,NA,NA,216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.8,NA,NA,NA,NA,NA,NA,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,71.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"453",453,"Russia","Asia","Canis lupus lupus","Central-Forest State Reserve",NA,56.455,32.976667,1,"%FO (item) - frequency of occurrence per food item (total sum is =100)",NA,"year",NA,171,NA,"1975/76",1,NA,171,NA,50.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"454",454,"Russia","Asia","Canis lupus lupus","Central-Forest State Reserve",NA,56.455,32.976667,1,"%FO (item) - frequency of occurrence per food item (total sum is =100)",NA,"year",NA,203,NA,"1976/77",1,NA,203,NA,43.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"455",455,"Russia","Asia","Canis lupus lupus","Central-Forest State Reserve",NA,56.455,32.976667,1,"%FO (item) - frequency of occurrence per food item (total sum is =100)",NA,"year",NA,105,NA,"1977/78",1,NA,105,NA,52.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"456",456,"Russia","Asia","Canis lupus lupus","Central-Forest State Reserve",NA,56.455,32.976667,1,"%FO (item) - frequency of occurrence per food item (total sum is =100)",NA,"year",NA,100,NA,"1978/79",1,NA,100,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"457",457,"Russia","Asia","Canis lupus lupus","Central-Forest State Reserve",NA,56.455,32.976667,1,"%FO (item) - frequency of occurrence per food item (total sum is =100)",NA,"year",NA,57,NA,"1979/80",1,NA,57,NA,53.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"458",458,"Russia","Asia","Canis lupus lupus","Central-Forest State Reserve",NA,56.455,32.976667,1,"%FO (item) - frequency of occurrence per food item (total sum is =100)",NA,"year",NA,70,NA,"1980/81",1,NA,70,NA,66.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"459",459,"Russia","Asia","Canis lupus lupus","Central-Forest State Reserve",NA,56.455,32.976667,1,"%FO (item) - frequency of occurrence per food item (total sum is =100)",NA,"year",NA,58,NA,"1981/82",1,NA,58,NA,64.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"460",460,"Russia","Asia","Canis lupus lupus","Central-Forest State Reserve",NA,56.455,32.976667,1,"%FO (item) - frequency of occurrence per food item (total sum is =100)",NA,"year",NA,69,NA,"1982/83",1,NA,69,NA,63.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"461",461,"Russia","Asia","Canis lupus lupus","Central-Forest State Reserve",NA,56.455,32.976667,1,"%FO (item) - frequency of occurrence per food item (total sum is =100)",NA,"year",NA,51,NA,"1983/84",1,NA,51,NA,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"462",462,"Russia","Asia","Canis lupus lupus","Central-Forest State Reserve",NA,56.455,32.976667,1,"%FO (item) - frequency of occurrence per food item (total sum is =100)",NA,"year",NA,52,NA,"1984/85",1,NA,52,NA,92.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"463",463,"Russia","Asia","Canis lupus lupus","Sikhote-Alin Zapovednik",NA,45.33333,136.1666666,1,"%FO (item) - frequency of occurrence per food item (total sum is =100)",NA,"year",NA,77,NA,"1962-1972",11,NA,7,NA,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.4,NA,NA,64.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.8,NA,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"464",464,"Russia","Asia","Canis lupus lupus","Bolshekhekhtsirskii Nature Reserve",NA,48.204947,134.8589,1,"%FO (scat) - percentage of scats containing a particular food item (total sum ≠ 100)",NA,"cold season",NA,107,453,"1989-2005",NA,0.236203090507726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,NA,NA,NA,NA,NA,NA,18.7,NA,NA,66.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,NA,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"465",465,"Russia","Asia","Canis lupus lupus","Большая Кокшага",NA,56.676389,47.2725,1,"%FO (scat) - percentage of scats containing a particular food item (total sum ≠ 100)",NA,"winter",NA,12,214,"1996",1,0.0560014933731566,12,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"466",466,"Russia","Asia","Canis lupus lupus","Большая Кокшага",NA,56.676389,47.2725,1,"%FO (scat) - percentage of scats containing a particular food item (total sum ≠ 100)",NA,"spring",NA,6,214,"1996",1,0.0280007466865783,6,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"467",467,"Russia","Asia","Canis lupus lupus","Большая Кокшага",NA,56.676389,47.2725,1,"%FO (scat) - percentage of scats containing a particular food item (total sum ≠ 100)",NA,"summer",NA,30,214,"1996",1,0.140003733432892,30,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"468",468,"Russia","Asia","Canis lupus lupus","Большая Кокшага",NA,56.676389,47.2725,1,"%FO (scat) - percentage of scats containing a particular food item (total sum ≠ 100)",NA,"autumn",NA,12,214,"1996",1,0.0560014933731566,12,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"469",469,"Russia","Asia","Canis lupus lupus","Большая Кокшага",NA,56.676389,47.2725,1,"%FO (scat) - percentage of scats containing a particular food item (total sum ≠ 100)",NA,"year",NA,60,214,"1996",1,0.280007466865783,60,NA,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"470",470,"Russia","Asia","Canis lupus lupus","Central-Forest State Reserve","Белейкинская wolf pak",56.455,32.976667,1,"%FO (item) - frequency of occurrence per food item (total sum is =100)",NA,"year",NA,76,1000,"1976-1997",22,0.076,3.45454545454545,NA,57.9,NA,NA,NA,NA,2.6,NA,NA,NA,6.6,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.6,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"471",471,"Russia","Asia","Canis lupus lupus","Central-Forest State Reserve","Горбуновская wolf pack",56.455,32.976667,1,"%FO (item) - frequency of occurrence per food item (total sum is =100)",NA,"year",NA,298,1000,"1976-1997",22,0.298,13.5454545454545,NA,55.7,NA,NA,NA,NA,4.4,NA,NA,NA,0,NA,NA,0.3,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0.7,NA,NA,0.7,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"472",472,"Russia","Asia","Canis lupus lupus","Central-Forest State Reserve","Могилицкая wolf pack",56.455,32.976667,1,"%FO (item) - frequency of occurrence per food item (total sum is =100)",NA,"year",NA,197,1000,"1976-1997",22,0.197,8.95454545454546,NA,48.2,NA,NA,NA,NA,3.6,NA,NA,NA,4.6,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,NA,NA,0.5,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.7,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"473",473,"Russia","Asia","Canis lupus lupus","Central-Forest State Reserve","Столоватская wolf pack",56.455,32.976667,1,"%FO (item) - frequency of occurrence per food item (total sum is =100)",NA,"year",NA,319,1000,"1976-1997",22,0.319,14.5,NA,46.2,NA,NA,NA,NA,5.4,NA,NA,NA,1.2,NA,NA,0.3,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA,0.9,NA,NA,0,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.7,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"474",474,"Russia","Asia","Canis lupus lupus","Central-Forest State Reserve","Устинская wolf pack",56.455,32.976667,1,"%FO (item) - frequency of occurrence per food item (total sum is =100)",NA,"year",NA,259,1000,"1976-1997",22,0.259,11.7727272727273,NA,48.2,NA,NA,NA,NA,2.4,NA,NA,NA,3.8,NA,NA,0,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,0,NA,NA,0.4,NA,NA,NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.9,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"475",475,"Russia","Asia","Canis lupus lupus","Central-Forest State Reserve","Ч.Верховская wolf pack",56.455,32.976667,1,"%FO (item) - frequency of occurrence per food item (total sum is =100)",NA,"year",NA,79,1000,"1976-1997",22,0.079,3.59090909090909,NA,67,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,2.6,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"476",476,"Russia","Asia","Canis lupus lupus","Darwin Reserve, Дарвинский заповедник",NA,58.58712,37.9888,1,"%FO (scat) - percentage of scats containing a particular food item (total sum ≠ 100)",NA,"year",NA,314,NA,"1956-1966",11,NA,28.5454545454545,NA,72,NA,NA,NA,NA,1.2,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"477",477,"Russia","Asia","Canis lupus lupus","Архантельская обп, онежском полуостове, Oblast' di Arcangelo, Russia",NA,64.353,38.9326,1,"%FO (scat) - percentage of scats containing a particular food item (total sum ≠ 100)",NA,"year",NA,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"478",478,"Russia","Asia","Canis lupus lupus","якутская АCCP, северо востока якутии",NA,62.033333,129.733333,1,"%FO (scat) - percentage of scats containing a particular food item (total sum ≠ 100)",NA,"year",NA,145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"479",479,"Tajikistan","Asia","Canis lupus lupus","заповедник Рамит",NA,38.833333,69.35,1,"%FO (item) - frequency of occurrence per food item (total sum is =100)",NA,"year",NA,220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,1.4,NA,NA,3,NA,NA,4,NA,NA,NA,3,NA,NA,NA,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
